type,recipe_id,ingredient,amount_cups
Muffin,7113,baking.soda,8.680541666666666e-4
Muffin,7113,butter,0
Muffin,7113,buttermilk,0
Muffin,7113,chocolate,0.041666666666666664
Muffin,7113,cornmeal,0
Muffin,7113,cream.cheese,0
Muffin,7113,eggs,0.16666666666666666
Muffin,7113,flour,0.125
Muffin,7113,fruit,0.10416666666666667
Muffin,7113,fruit.juice,0
Muffin,7113,honey,0
Muffin,7113,margarine,0
Muffin,7113,milk,0
Muffin,7113,nut,0
Muffin,7113,oats,0
Muffin,7113,oil,0
Muffin,7113,other,0
Muffin,7113,salt,2.1701354166666666e-4
Muffin,7113,sour.cream,0
Muffin,7113,spice,8.680541666666666e-4
Muffin,7113,starch,0
Muffin,7113,sugar,0.0625
Muffin,7113,unitless,0
Muffin,7113,vanilla,0
Muffin,7113,vegetable,0
Muffin,7113,vinegar,0
Muffin,7113,water,0
Muffin,7113,yogurt,0
Muffin,18347,baking.powder,0.005208333333333333
Muffin,18347,baking.soda,0
Muffin,18347,butter,0.041666666666666664
Muffin,18347,buttermilk,0
Muffin,18347,chocolate,0
Muffin,18347,cornmeal,0.041666666666666664
Muffin,18347,cream.cheese,0
Muffin,18347,eggs,0.08333333333333333
Muffin,18347,flour,0.10416666666666667
Muffin,18347,fruit,0.08333333333333333
Muffin,18347,fruit.juice,0
Muffin,18347,honey,0
Muffin,18347,margarine,0
Muffin,18347,milk,0.08333333333333333
Muffin,18347,nut,0
Muffin,18347,oats,0
Muffin,18347,oil,0
Muffin,18347,other,0
Muffin,18347,salt,8.680541666666666e-4
Muffin,18347,sour.cream,0
Muffin,18347,spice,0
Muffin,18347,starch,0
Muffin,18347,sugar,0.041666666666666664
Muffin,18347,unitless,0
Muffin,18347,vanilla,0
Muffin,18347,vegetable,0
Muffin,18347,vinegar,0
Muffin,18347,water,0
Muffin,18347,yogurt,0
Cupcake,235906,baking.powder,0
Cupcake,235906,baking.soda,0
Cupcake,235906,butter,0.013020833333333334
Cupcake,235906,buttermilk,0
Cupcake,235906,chocolate,0
Cupcake,235906,cornmeal,0
Cupcake,235906,cream.cheese,0.08333333333333333
Cupcake,235906,eggs,0.16666666666666666
Cupcake,235906,flour,0.005208333333333333
Cupcake,235906,fruit,0
Cupcake,235906,fruit.juice,8.680541666666666e-4
Cupcake,235906,honey,0
Cupcake,235906,margarine,0
Cupcake,235906,milk,0
Cupcake,235906,nut,0.052083333333333336
Cupcake,235906,oats,0
Cupcake,235906,oil,0
Cupcake,235906,other,0.03125
Cupcake,235906,salt,0
Cupcake,235906,sour.cream,0.010416666666666666
Cupcake,235906,spice,4.340270833333333e-4
Cupcake,235906,starch,0
Cupcake,235906,sugar,0.026041666666666668
Cupcake,235906,unitless,0.041666666666666664
Cupcake,235906,vanilla,8.680541666666666e-4
Cupcake,235906,vegetable,0
Cupcake,235906,vinegar,0
Cupcake,235906,water,0
Cupcake,235906,yogurt,0
Muffin,27326,baking.powder,0.0034722166666666665
Muffin,27326,baking.soda,0
Muffin,27326,butter,0.010416666666666666
Muffin,27326,buttermilk,0.041666666666666664
Muffin,27326,chocolate,0
Muffin,27326,cornmeal,0
Muffin,27326,cream.cheese,0
Muffin,27326,eggs,0.16666666666666666
Muffin,27326,flour,0.1875
Muffin,27326,fruit,0
Muffin,27326,fruit.juice,0.041666666666666664
Muffin,27326,honey,0
Muffin,27326,margarine,0
Muffin,27326,milk,0
Muffin,27326,nut,0
Muffin,27326,oats,0
Muffin,27326,oil,0.027777777777777776
Muffin,27326,other,0
Muffin,27326,salt,8.680541666666666e-4
Muffin,27326,sour.cream,0
Muffin,27326,spice,0.005208325
Muffin,27326,starch,0
Muffin,27326,sugar,0.09895833333333333
Muffin,27326,unitless,0
Muffin,27326,vanilla,0.0017361083333333333
Muffin,27326,vegetable,0
Muffin,27326,vinegar,0
Muffin,27326,water,0
Muffin,27326,yogurt,0
Muffin,218614,baking.powder,0.0034722166666666665
Muffin,218614,baking.soda,0
Muffin,218614,butter,0
Muffin,218614,buttermilk,0
Muffin,218614,chocolate,0
Muffin,218614,cornmeal,0
Muffin,218614,cream.cheese,0
Muffin,218614,eggs,0.08333333333333333
Muffin,218614,flour,0.125
Muffin,218614,fruit,0.20833333333333334
Muffin,218614,fruit.juice,0
Muffin,218614,honey,0
Muffin,218614,margarine,0
Muffin,218614,milk,0.027777777777777776
Muffin,218614,nut,0
Muffin,218614,oats,0
Muffin,218614,oil,0.027777777777777776
Muffin,218614,other,0
Muffin,218614,salt,8.680541666666666e-4
Muffin,218614,sour.cream,0
Muffin,218614,spice,0
Muffin,218614,starch,0
Muffin,218614,sugar,0.0625
Muffin,218614,unitless,0
Muffin,218614,vanilla,0
Muffin,218614,vegetable,0
Muffin,218614,vinegar,0
Muffin,218614,water,0
Muffin,218614,yogurt,0
Cupcake,262507,baking.powder,0.0026041625
Cupcake,262507,baking.soda,0
Cupcake,262507,butter,0
Cupcake,262507,buttermilk,0
Cupcake,262507,chocolate,0
Cupcake,262507,cornmeal,0
Cupcake,262507,cream.cheese,0.041666666666666664
Cupcake,262507,eggs,0.16666666666666666
Cupcake,262507,flour,0.125
Cupcake,262507,fruit,0.0034722166666666665
Cupcake,262507,fruit.juice,0.0182291625
Cupcake,262507,honey,0
Cupcake,262507,margarine,0
Cupcake,262507,milk,0.041666666666666664
Cupcake,262507,nut,0.08333333333333333
Cupcake,262507,oats,0
Cupcake,262507,oil,0.0625
Cupcake,262507,other,0
Cupcake,262507,salt,4.340270833333333e-4
Cupcake,262507,sour.cream,0
Cupcake,262507,spice,0
Cupcake,262507,starch,0
Cupcake,262507,sugar,0.20833333333333334
Cupcake,262507,unitless,0
Cupcake,262507,vanilla,0.0017361083333333333
Cupcake,262507,vegetable,0
Cupcake,262507,vinegar,0
Cupcake,262507,water,0
Cupcake,262507,yogurt,0
Muffin,59248,baking.powder,8.680541666666666e-4
Muffin,59248,baking.soda,8.680541666666666e-4
Muffin,59248,butter,0
Muffin,59248,buttermilk,0
Muffin,59248,chocolate,0
Muffin,59248,cornmeal,0
Muffin,59248,cream.cheese,0
Muffin,59248,eggs,0.16666666666666666
Muffin,59248,flour,0.13194444444444445
Muffin,59248,fruit,0.06944444444444445
Muffin,59248,fruit.juice,0
Muffin,59248,honey,0
Muffin,59248,margarine,0
Muffin,59248,milk,0
Muffin,59248,nut,0.027777777777777776
Muffin,59248,oats,0
Muffin,59248,oil,0
Muffin,59248,other,0
Muffin,59248,salt,8.680541666666666e-4
Muffin,59248,sour.cream,0
Muffin,59248,spice,0.0026041625
Muffin,59248,starch,0
Muffin,59248,sugar,0.1111111111111111
Muffin,59248,unitless,0
Muffin,59248,vanilla,0
Muffin,59248,vegetable,0.10069444444444445
Muffin,59248,vinegar,0
Muffin,59248,water,0
Muffin,59248,yogurt,0
Muffin,42719,baking.powder,0.0017361083333333333
Muffin,42719,baking.soda,0.0017361083333333333
Muffin,42719,butter,0.027777777777777776
Muffin,42719,buttermilk,0
Muffin,42719,chocolate,0
Muffin,42719,cornmeal,0
Muffin,42719,cream.cheese,0
Muffin,42719,eggs,0.08333333333333333
Muffin,42719,flour,0.125
Muffin,42719,fruit,0
Muffin,42719,fruit.juice,0
Muffin,42719,honey,0
Muffin,42719,margarine,0
Muffin,42719,milk,0
Muffin,42719,nut,0
Muffin,42719,oats,0
Muffin,42719,oil,0
Muffin,42719,other,0
Muffin,42719,salt,8.680541666666666e-4
Muffin,42719,sour.cream,0
Muffin,42719,spice,0
Muffin,42719,starch,0
Muffin,42719,sugar,0.0625
Muffin,42719,unitless,0.08333333333333333
Muffin,42719,vanilla,0
Muffin,42719,vegetable,0
Muffin,42719,vinegar,0
Muffin,42719,water,0
Muffin,42719,yogurt,0
Muffin,150141,baking.powder,8.680541666666666e-4
Muffin,150141,baking.soda,8.680541666666666e-4
Muffin,150141,butter,0.0026041666666666665
Muffin,150141,buttermilk,0.041666666666666664
Muffin,150141,chocolate,0
Muffin,150141,cornmeal,0
Muffin,150141,cream.cheese,0
Muffin,150141,eggs,0.041666666666666664
Muffin,150141,flour,0.10416666666666667
Muffin,150141,fruit,0.0625
Muffin,150141,fruit.juice,0
Muffin,150141,honey,0
Muffin,150141,margarine,0
Muffin,150141,milk,0
Muffin,150141,nut,0.020833333333333332
Muffin,150141,oats,0
Muffin,150141,oil,0.020833333333333332
Muffin,150141,other,0
Muffin,150141,salt,4.340270833333333e-4
Muffin,150141,sour.cream,0
Muffin,150141,spice,8.680541666666666e-4
Muffin,150141,starch,0
Muffin,150141,sugar,0.06597222222222222
Muffin,150141,unitless,0
Muffin,150141,vanilla,8.680541666666666e-4
Muffin,150141,vegetable,0
Muffin,150141,vinegar,0
Muffin,150141,water,0
Muffin,150141,yogurt,0
Muffin,8443,baking.powder,0.0034722166666666665
Muffin,8443,baking.soda,0
Muffin,8443,butter,0.041666666666666664
Muffin,8443,buttermilk,0
Muffin,8443,chocolate,0
Muffin,8443,cornmeal,0
Muffin,8443,cream.cheese,0
Muffin,8443,eggs,0.16666666666666666
Muffin,8443,flour,0.16666666666666666
Muffin,8443,fruit,0.125
Muffin,8443,fruit.juice,0
Muffin,8443,honey,0
Muffin,8443,margarine,0
Muffin,8443,milk,0.041666666666666664
Muffin,8443,nut,0
Muffin,8443,oats,0
Muffin,8443,oil,0
Muffin,8443,other,0
Muffin,8443,salt,8.680541666666666e-4
Muffin,8443,sour.cream,0
Muffin,8443,spice,0
Muffin,8443,starch,0
Muffin,8443,sugar,0.10416666666666667
Muffin,8443,unitless,0
Muffin,8443,vanilla,0
Muffin,8443,vegetable,0
Muffin,8443,vinegar,0
Muffin,8443,water,0
Muffin,8443,yogurt,0
Cupcake,260789,baking.powder,0.0026041625
Cupcake,260789,baking.soda,4.340270833333333e-4
Cupcake,260789,butter,0.10416666666666667
Cupcake,260789,buttermilk,0
Cupcake,260789,chocolate,0.09722222222222221
Cupcake,260789,cornmeal,0
Cupcake,260789,cream.cheese,0
Cupcake,260789,eggs,0.08333333333333333
Cupcake,260789,flour,0.1111111111111111
Cupcake,260789,fruit,0
Cupcake,260789,fruit.juice,0
Cupcake,260789,honey,0
Cupcake,260789,margarine,0
Cupcake,260789,milk,0.09375
Cupcake,260789,nut,0
Cupcake,260789,oats,0
Cupcake,260789,oil,0
Cupcake,260789,other,8.680541666666666e-4
Cupcake,260789,salt,4.340270833333333e-4
Cupcake,260789,sour.cream,0
Cupcake,260789,spice,4.340270833333333e-4
Cupcake,260789,starch,0
Cupcake,260789,sugar,0.5
Cupcake,260789,unitless,0
Cupcake,260789,vanilla,0.0034722166666666665
Cupcake,260789,vegetable,0
Cupcake,260789,vinegar,0
Cupcake,260789,water,0
Cupcake,260789,yogurt,0
Cupcake,69133,baking.powder,0.0026041666666666665
Cupcake,69133,baking.soda,0
Cupcake,69133,butter,0.041666666666666664
Cupcake,69133,buttermilk,0
Cupcake,69133,chocolate,0.08854166666666667
Cupcake,69133,cornmeal,0
Cupcake,69133,cream.cheese,0
Cupcake,69133,eggs,0.125
Cupcake,69133,flour,0.09375
Cupcake,69133,fruit,0
Cupcake,69133,fruit.juice,0
Cupcake,69133,honey,0
Cupcake,69133,margarine,0
Cupcake,69133,milk,0.03125
Cupcake,69133,nut,0.020833333333333332
Cupcake,69133,oats,0
Cupcake,69133,oil,0
Cupcake,69133,other,0
Cupcake,69133,salt,0
Cupcake,69133,sour.cream,0
Cupcake,69133,spice,0
Cupcake,69133,starch,0
Cupcake,69133,sugar,0.0625
Cupcake,69133,unitless,0.041666666666666664
Cupcake,69133,vanilla,8.680541666666666e-4
Cupcake,69133,vegetable,0
Cupcake,69133,vinegar,0
Cupcake,69133,water,0
Cupcake,69133,yogurt,0
Cupcake,220884,baking.powder,0.0015190947916666666
Cupcake,220884,baking.soda,0
Cupcake,220884,butter,0.0625
Cupcake,220884,buttermilk,0
Cupcake,220884,chocolate,0
Cupcake,220884,cornmeal,0
Cupcake,220884,cream.cheese,0
Cupcake,220884,eggs,0.08333333333333333
Cupcake,220884,flour,0.0625
Cupcake,220884,fruit,0
Cupcake,220884,fruit.juice,0
Cupcake,220884,honey,0
Cupcake,220884,margarine,0
Cupcake,220884,milk,0.020833333333333332
Cupcake,220884,nut,0.020833333333333332
Cupcake,220884,oats,0
Cupcake,220884,oil,0
Cupcake,220884,other,0
Cupcake,220884,salt,2.1701354166666666e-4
Cupcake,220884,sour.cream,0
Cupcake,220884,spice,0
Cupcake,220884,starch,0
Cupcake,220884,sugar,0.20833333333333334
Cupcake,220884,unitless,0.041666666666666664
Cupcake,220884,vanilla,0.0021701354166666666
Cupcake,220884,vegetable,0
Cupcake,220884,vinegar,0
Cupcake,220884,water,0
Cupcake,220884,yogurt,0
Cupcake,234807,baking.powder,0.0017361083333333333
Cupcake,234807,baking.soda,4.340270833333333e-4
Cupcake,234807,butter,0.020833333333333332
Cupcake,234807,buttermilk,0.0625
Cupcake,234807,chocolate,0.015625
Cupcake,234807,cornmeal,0
Cupcake,234807,cream.cheese,0
Cupcake,234807,eggs,0.16666666666666666
Cupcake,234807,flour,0.1111111111111111
Cupcake,234807,fruit,0
Cupcake,234807,fruit.juice,0
Cupcake,234807,honey,0
Cupcake,234807,margarine,0
Cupcake,234807,milk,0
Cupcake,234807,nut,0
Cupcake,234807,oats,0
Cupcake,234807,oil,0
Cupcake,234807,other,0.005208333333333333
Cupcake,234807,salt,8.680541666666666e-4
Cupcake,234807,sour.cream,0
Cupcake,234807,spice,0
Cupcake,234807,starch,0
Cupcake,234807,sugar,0.08333333333333333
Cupcake,234807,unitless,0
Cupcake,234807,vanilla,0.0017361083333333333
Cupcake,234807,vegetable,0
Cupcake,234807,vinegar,0.0034722166666666665
Cupcake,234807,water,0
Cupcake,234807,yogurt,0
Muffin,231643,baking.powder,0
Muffin,231643,baking.soda,0.0026041625
Muffin,231643,butter,0
Muffin,231643,buttermilk,0
Muffin,231643,chocolate,0
Muffin,231643,cornmeal,0
Muffin,231643,cream.cheese,0
Muffin,231643,eggs,0.16666666666666666
Muffin,231643,flour,0.08333333333333333
Muffin,231643,fruit,0.041666666666666664
Muffin,231643,fruit.juice,0
Muffin,231643,honey,0
Muffin,231643,margarine,0
Muffin,231643,milk,0
Muffin,231643,nut,0.08333333333333333
Muffin,231643,oats,0.041666666666666664
Muffin,231643,oil,0.020833333333333332
Muffin,231643,other,0
Muffin,231643,salt,0.0017361083333333333
Muffin,231643,sour.cream,0
Muffin,231643,spice,0.0026041625
Muffin,231643,starch,0
Muffin,231643,sugar,0.041666666666666664
Muffin,231643,unitless,0.25
Muffin,231643,vanilla,0
Muffin,231643,vegetable,0
Muffin,231643,vinegar,0
Muffin,231643,water,0
Muffin,231643,yogurt,0.020833333333333332
